Plant code;Latijnse naam;Nederlandse naam;Oorsprong;Familie;Groep;Bloemkleur;Bloemkleurdetail;Bladkleur;Bloeimaand;Hoogte;Hoogtedetail;Habitat - licht;Habitat - grondsoort;Habitat - pH;Habitat - vochtigheid;Bijenvriendelijkheid;Bijenvriendelijkheidsdetail;Referenties;Foto's;Cultivars
PL0620;Populus trichocarpa;;;Salicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0621;Potentilla anserina;;;Rosaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_54647209.jpg;
PL0622;Potentilla aurea;Ganzerik;;Rosaceae;Vaste planten;geel;goudgeel;;5,6;;5 cm;zon;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0623;Potentilla erecta;;;Rosaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0624;Potentilla fruticosa;;;Rosaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Potentilla fruticosa 'Abbotswood',Potentilla fruticosa 'Elizabeth',Potentilla fruticosa 'Goldfinger',Potentilla fruticosa 'Goldstar',Potentilla fruticosa 'Kobold',Potentilla fruticosa 'Lovely Pink',Potentilla fruticosa 'Marian Red Robin',Potentilla fruticosa 'Pink Paradise',Potentilla fruticosa 'Red Ace',Potentilla fruticosa 'Tilford Cream',Potentilla fruticosa 'White Lady'
PL0625;Potentilla nepalensis;Ganzerik;;Rosaceae;Vaste planten;;;;;;;;;;;;;;;Potentilla nepalensis 'Miss Willmott'
PL0626;Primula vulgaris;Stengelloze sleutelbloem;;Primulaceae;Vaste planten;geel;bleekgeel;;2,3,4;;0,1-0,25 m;zon;;neutraal;gemiddeld;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_52360519.jpg;
PL0627;Prunus armeniaca;Abrikoos;;Rosaceae;Fruitbomen;wit,roze;;;4;;2-5 m;;;;;nectar- en pollenleverancier;1-25 kg/ha nectar en 101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_31787533.jpg;Prunus armeniaca 'Bredase',Prunus armeniaca 'Flavour Cot' (r),Prunus armeniaca 'Hongaarse',Prunus armeniaca 'Royal',Prunus armeniaca 'Tom Cot' (r)
PL0628;Prunus avium;Sierkers;;Rosaceae;Bomen;wit;;;4,5;;3-20 m;zon;zand,leem;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_57644515.jpg;Prunus avium ?Plena?,Prunus avium 'Abesse de Mouland',Prunus avium 'Bigarreau Blanc',Prunus avium 'Bigarreau Blanc et Rose',Prunus avium 'Bigarreau Burlat',Prunus avium 'Bigarreau Cardinaels',Prunus avium 'Bigarreau Coeur de Pigeon',Prunus avium 'Bigarreau Esperen',Prunus avium 'Bigarreau Helshoven',Prunus avium 'Bigarreau Moreau',Prunus avium 'Bigarreau Napoleon',Prunus avium 'Bigarreau Noir',Prunus avium 'Bigarreau Van Helmen',Prunus avium 'Bigarreau van Wimmertingen',Prunus avium 'Blauwe Bigarreau',Prunus avium 'Bradbourne Black',Prunus avium 'Broechemse',Prunus avium 'Buttners SpÑte Rote Knorpelkirsche',Prunus avium 'Castor',Prunus avium 'Compact Stella',Prunus avium 'Cuvelieren',Prunus avium 'Delice de Malicorne',Prunus avium 'Donissens SpÑte Gelbe Knorpelkirsche',Prunus avium 'Dubbele Meikers',Prunus avium 'Duroni 3',Prunus avium 'Early Rivers',Prunus avium 'Hedelfinger',Prunus avium 'Hudson',Prunus avium 'Karina',Prunus avium 'Koningskers',Prunus avium 'Kordia',Prunus avium 'Lapins',Prunus avium 'Marmotte',Prunus avium 'Merchant',Prunus avium 'Merton Premier',Prunus avium 'Noir de Mechas',Prunus avium 'Nordwunder',Prunus avium 'Octavia',Prunus avium 'Plena',Prunus avium 'Pollux',Prunus avium 'Puters Dikke',Prunus avium 'Regina',Prunus avium 'Sam',Prunus avium 'Schneiders SpÑte Knorpelkirsche',Prunus avium 'Stella',Prunus avium 'Summit',Prunus avium 'Sunburst',Prunus avium 'Super Hedelfinger',Prunus avium 'Sylvia',Prunus avium 'Tìt et Tard',Prunus avium 'Udense Spaanse',Prunus avium 'Varikse Zwarte',Prunus avium 'Viola'
PL0629;Prunus cerasifera;Kerspruim;;Rosaceae;;wit;;;3,4,5;;8 m;;;;;pollenleverancier;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_76524775.jpg;Prunus cerasifera 'Nigra'
PL0630;Prunus cerasus;Zure kers;;Rosaceae;;wit;;;4,5;;2-6 m;;;;;pollenleverancier;51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_39235984.jpg;Prunus cerasus 'Brugse Kortsteel',Prunus cerasus 'Grosse Royal',Prunus cerasus 'Kelleris',Prunus cerasus 'Montmorency',Prunus cerasus 'Pater Stefaan',Prunus cerasus 'Rheinische Schattenmorelle',Prunus cerasus 'Schaarbeekse Kriek'
PL0631;Prunus domestica;Pruim;;Rosaceae;Fruitbomen;groen,wit;groenwit;;4,5;;3-8 m;;;;;pollenleverancier;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_65063989.jpg;Prunus domestica 'Altesse Simple',Prunus domestica 'Anna SpÑth',Prunus domestica 'Belle de Louvain',Prunus domestica 'Belle de Thuin',Prunus domestica 'Bleue de Belgique',Prunus domestica 'Boerenwitte',Prunus domestica 'Czar',Prunus domestica 'Early Laxton',Prunus domestica 'Jubileum',Prunus domestica 'Kirke's Plum',Prunus domestica 'Magna Glauca',Prunus domestica 'Mirabelle de Metz',Prunus domestica 'Mirabelle de Nancy',Prunus domestica 'Monsieur HÉtif',Prunus domestica 'Ontario',Prunus domestica 'Opal',Prunus domestica 'Pamelse Datjes',Prunus domestica 'PrÇsident',Prunus domestica 'Professeur Columbien',Prunus domestica 'Prune de Prince',Prunus domestica 'Queen Victoria',Prunus domestica 'Reine Claude CrottÇe',Prunus domestica 'Reine Claude d'Althan',Prunus domestica 'Reine Claude de Bavay',Prunus domestica 'Reine Claude d'Oullins',Prunus domestica 'Reine Claude Verte',Prunus domestica 'Reine Claude Violette',Prunus domestica 'Rode Mirabel',Prunus domestica 'Sainte Catherine',Prunus domestica 'Sanctus Hubertus',Prunus domestica 'Stanley',Prunus domestica 'Valor',Prunus domestica 'Wignon'
PL0632;Prunus dulcis;Amandel;;Rosaceae;Fruitbomen;;;;2,3,4;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Prunus dulcis 'Robijn'
PL0633;Prunus institia;Kroosjes;;Rosaceae;;wit;;;4,5;;3-9 m;halfschaduw;zand;zuur;;nectar- en pollenleverancier;101-200 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0634;Prunus laurocerasus;Laurierkers;;Rosaceae;Heesters;wit;vuilwit;;4,5;;1-6 m;zon;;neutraal;vochthoudend;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Prunus laurocerasus 'Caucasica',Prunus laurocerasus 'Herbergii',Prunus laurocerasus 'Marbled White',Prunus laurocerasus 'Otto Luyken',Prunus laurocerasus 'Reynvaanii',Prunus laurocerasus 'Rotundifolia'
PL0635;Prunus lusitanica;Sierkers;;Rosaceae;Heesters;wit;;;5,6;;300 cm;zon,schaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Prunus lusitanica 'Angustifolia',Prunus lusitanica 'Brenelia'
PL0636;Prunus padus;Sierkers;;Rosaceae;Bomen;wit;;;5;;3-15 m;zon;leem;kalk;gemiddeld;;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;Prunus padus ?Grandiflora?,Prunus padus 'Red Ball'
PL0637;Prunus persica;Perzik;;Rosaceae;Bomen;roze;;;4,5;;3-6 m;zon;zand;kalk;gemiddeld;;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_48770620.jpg;Prunus persica  var. nectarina 'Mme Blanchet',Prunus persica 'Amsden',Prunus persica 'Avalon Pride',Prunus persica 'Broechemse',Prunus persica 'Charles Ingouf',Prunus persica 'Fertile de Septembre',Prunus persica 'Johny Brack',Prunus persica 'Mme Gaujard',Prunus persica 'Peregrine',Prunus persica 'Redhaven',Prunus persica 'Reine des Vergers',Prunus persica 'Sanguine de Savoie',Prunus persica 'Vaes Oogst',Prunus persica 'Wassenberger'
PL0638;Prunus serrula;Sierkers;;Rosaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);;
PL0639;Prunus serrulata;Japanse sierkers;;Rosaceae;;roze,wit;;;4,5;;8 m;zon;leem;kalk;gemiddeld;;51-100kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier);shutterstock_79948075.jpg;Prunus serrulata 'Amanogawa',Prunus serrulata 'Kanzan',Prunus serrulata 'Shirofungen',Prunus serrulata 'Shirotae',Prunus serrulata 'Yokihi'
PL0640;Prunus spinosa;Sleedoorn;;Rosaceae;;wit;;;3,4,5;;2-5 m;zon;;;gemiddeld;nectarleverancier;51-100 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_11403892.jpg;
PL0641;Ptelea trifoliata;Lederboom;;Rutaceae;Heesters;geel,groen;geelgroen;;5;;400 cm;zon,halfschaduw;;;;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Ptelea trifoliata 'Aurea'
PL0642;Pulicaria dysenterica;;;Asteraceae;Vaste planten;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0643;Pulmonaria angustifolia;Longkruid;;Boraginaceae;Vaste planten;;;;;;;;;;;;;;;Pulmonaria angustifolia 'Azurea',Pulmonaria angustifolia 'Munstead Blue'
PL0644;Pulmonaria longifolia;;;Boraginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Pulmonaria longifolia 'E.B. Anderson'
PL0645;Pulmonaria officinalis;;;Boraginaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_52308976.jpg;Pulmonaria officinalis 'Sissinghurst White',Pulmonaria officinalis 'White Wings'
PL0646;Pulsatilla vulgaris;;;;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Pulsatilla vulgaris 'Alba',Pulsatilla vulgaris 'Blaue Glocke',Pulsatilla vulgaris 'Rote Glocke',Pulsatilla vulgaris 'Violet Blue'
PL0647;Pyracantha coccinea;Vuurdoorn;;Rosaceae;;wit;;;5,6;;0,6-3 m;;klei;kalk;;nectar- en pollenleverancier;1-25 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0648;Pyracantha rogersiana;Vuurdoorn;;Rosaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0649;Pyrus calleryana;Sierpeer;;Rosaceae;Bomen;;;;;;;;;;;;;;;Pyrus calleryana 'Aristocrat',Pyrus calleryana 'Chanticleer'
PL0650;Pyrus communis;Peer;;Rosaceae;Bomen;wit;;;4,5;;20 m;zon;leem;neutraal;gemiddeld;nectar- en pollenleverancier;1-25 kg/ha nectar en 1-25 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_67993543.jpg;Pyrus communis 'Ananas de Courtrai',Pyrus communis 'Beech Hill',Pyrus communis 'Belle de Soignies',Pyrus communis 'BeurrÇ Alexandre Lucas',Pyrus communis 'BeurrÇ d' Anjou',Pyrus communis 'BeurrÇ d' Hardenpont',Pyrus communis 'BeurrÇ de Naghin',Pyrus communis 'BeurrÇ Diel',Pyrus communis 'BeurrÇ Hardy',Pyrus communis 'BeurrÇ Lebrun',Pyrus communis 'BeurrÇ Superfin',Pyrus communis 'Bloedpeer',Pyrus communis 'BronzÇe d'Enghien',Pyrus communis 'Calebasse de Tirlemont',Pyrus communis 'Callebasse a la Reine',Pyrus communis 'Callebasse Bosc',Pyrus communis 'Catillac',Pyrus communis 'Clapp's Favourite',Pyrus communis 'Clara Frys',Pyrus communis 'Comtesse de Paris',Pyrus communis 'Conference',Pyrus communis 'Docteur Jules Guyot',Pyrus communis 'Double Flip',Pyrus communis 'Doyenne du Comice',Pyrus communis 'Duchesse d'Angoulàme',Pyrus communis 'Durondeau',Pyrus communis 'Emile d'Heyst',Pyrus communis 'GÇnÇral Leclerc',Pyrus communis 'Gieser Wildeman',Pyrus communis 'Jeanne d'Arc',Pyrus communis 'Jefkespeer',Pyrus communis 'JosÇphine de Malines',Pyrus communis 'Jules d'Airolles',Pyrus communis 'Kriekpeer',Pyrus communis 'Kruidenierspeer',Pyrus communis 'Le CurÇ',Pyrus communis 'Legipont',Pyrus communis 'Louise Bonne d'Avranche',Pyrus communis 'Noord-Hollandse Suikerpeer',Pyrus communis 'Nouveau Poiteau',Pyrus communis 'Olivier de Serres',Pyrus communis 'Passe Crassane',Pyrus communis 'Pistoolpeer',Pyrus communis 'PrÇcoce de TrÇvoux',Pyrus communis 'PrÇcoce Henin',Pyrus communis 'Saint Mathieu',Pyrus communis 'Saint Remy',Pyrus communis 'Seigneur Esperen',Pyrus communis 'Triomphe de Vienne',Pyrus communis 'Wijnpeer',Pyrus communis 'Williams' Bon Chretien',Pyrus communis 'Winterkeizerin',Pyrus communis 'Zoete Brederode'
PL0651;Quercus bimundorum;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;;;Quercus bimundorum 'Crimson Spire'
PL0652;Quercus cerris;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Quercus cerris 'Argenteovariegata'
PL0653;Quercus coccinea;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;;;Quercus coccinea 'Splendens'
PL0654;Quercus hispanica;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;;;Quercus hispanica 'Waasland',Quercus hispanica 'Wageningen'
PL0655;Quercus ilex;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0656;Quercus ithaburensis;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;;;Quercus ithaburensis 'Hemelrijk Silver'
PL0657;Quercus nigra;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0658;Quercus palustris;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Quercus palustris 'Green Dwarf',Quercus palustris 'Green Pillar'
PL0659;Quercus petraea;Eik;;Fagaceae;Bomen;groen;;;4,5;;30 m;zon;leem;;vochthoudend;;101-150 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0660;Quercus pontica;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0661;Quercus robur;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Quercus robur 'Fastigiata',Quercus robur 'Fastigiate Koster',Quercus robur 'Fastigiate Zeeland'
PL0662;Quercus rubra;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;Quercus rubra 'Magic Fire'
PL0663;Quercus texana;Eik;;Fagaceae;Bomen;;;;;;;;;;;;;;;Quercus texana 'New Madrid'
PL0664;Raphanus raphanistrum;;;Brassicaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0665;Raphanus sativus;Radijs;;Brassicaceae;;;;;5,6,7,8,9;;0,2-0,8 m;halfschaduw;leem;kalk;gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0666;Ratibida columnifera;;;Asteraceae;;;;;;;;;;;;;;California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;
PL0667;Reseda lutea;;;Resedaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0668;Reseda luteola;;;Resedaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0669;Reseda odorata;Reseda;;Resedaceae;;wit,geel,rood;witgeel;;6,7,8,9,10;;0,3-0,75 m;zon;zand,leem;neutraal;droog,gemiddeld;nectar- en pollenleverancier;26-50 kg/ha nectar en 26-50 kg/ha pollen;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0670;Rhamnus cathartica;;;Rhamnaceae;;;;;5;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0671;Rhinanthus minor;;;Orobanchaceae;Vaste planten;;;;5,6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0672;Rhododendron catawbiense;;;Ericaceae;Heesters;paars;lila;;5,6;;300 cm;halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0673;Rhododendron ferrugineum;Roestbladig alpenroosje;;Ericaceae;Heesters;roze;;;6;;0,8 m;zon,halfschaduw;;neutraal;gemiddeld;nectar- en pollenleverancier;51-100 kg/ha nectar en 51-100 kg/ha pollen;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0674;Rhododendron impeditum;;;Ericaceae;Heesters;blauw,paars;blauw lila;;4,5;;50 cm;halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0675;Rhododendron keleticum;;;Ericaceae;Heesters;roze;;;4,5;;50 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0676;Rhododendron luteum;;;Ericaceae;Heesters;geel;;;5;;200 cm;halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0677;Rhododendron ponticum;;;Ericaceae;Heesters;paars;lila;;5,6;;350 cm;halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0678;Rhus glabra;Fluweelboom;;Anacardiaceae;Heesters;;;;;;;;;;;;;;;Rhus glabra 'Laciniata'
PL0679;Rhus potaninii;;;Anacardiaceae;Heesters;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0680;Rhus typhina;Fluweelboom;;Anacardiaceae;Heesters;rood;;;6,7;;350 cm;zon;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_35434834.jpg;Rhus typhina 'Laciniata',Rhus typhina 'Tiger Eyes'
PL0681;Ribes aureum;Siertrosbes;;Grossulariaceae;Heesters;geel;;;3,4;;300 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0682;Ribes laurifolium;Siertrosbes;;Grossulariaceae;Heesters;wit;crämewit;;2,3;;150 cm;zon,halfschaduw;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0683;Ribes nidigrolaria;Jostabes;;Grossulariaceae;Fruitbomen;;;;;;;;;;;;;;;Ribes nidigrolaria 'Josta'
PL0684;Ribes nigrum;Trosbes;;Grossulariaceae;Fruitbomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_16797961.jpg;Ribes nigrum 'Ben Connan' (r),Ribes nigrum 'Ben Gairn' (r),Ribes nigrum 'Ben Nevis',Ribes nigrum 'Ben Tron',Ribes nigrum 'Black Reward',Ribes nigrum 'E.C.M.',Ribes nigrum 'Goliath',Ribes nigrum 'Intercontinental' (r),Ribes nigrum 'Narve Viking',Ribes nigrum 'Titania',Ribes nigrum 'Triton',Ribes nigrum 'Tsema',Ribes nigrum 'Wellington XXX',Ribes nigrum 'Zusha' (r)
PL0685;Ribes rubrum;Aalbes;;Grossulariaceae;;groen;;;4,5;;0,6-1,5 m;zon;zand;;;nectar- en pollenleverancier;101-200 kg/ha nectar en 51-100 kg/ha pollen;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_57506758.jpg;Ribes rubrum 'Augustus',Ribes rubrum 'Blanka',Ribes rubrum 'Caseile',Ribes rubrum 'Gloire des Sablons',Ribes rubrum 'Jonkheer van Tets',Ribes rubrum 'Junifer',Ribes rubrum 'Red Poll',Ribes rubrum 'Rolan',Ribes rubrum 'Roodneus',Ribes rubrum 'Rosa Sport',Ribes rubrum 'Rotet',Ribes rubrum 'Rovada',Ribes rubrum 'Rovada',Ribes rubrum 'Versaillaise Blanche',Ribes rubrum 'Werdavia',Ribes rubrum 'Witte Hollander',Ribes rubrum 'Zitavia'
PL0686;Ribes sanguineum;Rode ribes;;Grossulariaceae;;roze,rood;;;4,5;;3 m;;;;;nectarleverancier;1-25 kg/ha nectar;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_21469222.jpg;Ribes sanguineum 'King Edward VII'
PL0687;Ribes uva-crispa;;;Grossulariaceae;;;;;3,4,5;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_14410297.jpg,shutterstock_57040003.jpg;Ribes uva-crispa 'Aureus',Ribes uva-crispa 'Black Velvet',Ribes uva-crispa 'Captivator',Ribes uva-crispa 'Hinnonmaeki Geel',Ribes uva-crispa 'Hinnonmaeki Groen',Ribes uva-crispa 'Hinnonmaeki Rood',Ribes uva-crispa 'Invicta',Ribes uva-crispa 'Monstrueuse d'Amerique',Ribes uva-crispa 'Moons Groen',Ribes uva-crispa 'Mucurines',Ribes uva-crispa 'Pixwell',Ribes uva-crispa 'Reflamba',Ribes uva-crispa 'Riko',Ribes uva-crispa 'Rokula',Ribes uva-crispa 'Rolanda',Ribes uva-crispa 'Rosko',Ribes uva-crispa 'Spinefree',Ribes uva-crispa 'Whinham's Industry'
PL0688;Ricinus communis;;;Euphorbiaceae;Heesters;;;;7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0689;Robinia hispida;Valse acacia;;Fabaceae;Bomen;;;;;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0690;Robinia pseudoacacia;Valse acacia;;Fabaceae;Bomen;;;;6;;;;;;;;;Bijenplantengids (F.J.Jacobs, K.Beeuwsaert, B.Rotthier),Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_40669555.jpg;Robinia pseudoacacia 'Frisia',Robinia pseudoacacia 'Semperflorens',Robinia pseudoacacia 'Umbraculifera'
PL0691;Rorippa amphibia;;;;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0692;Rosmarinus officinalis;Rozemarijn;uitheems;Lamiaceae;Kruiden;paars,blauw;licht paarsblauw;donkergroen leerachtig naaldachtig blad;3,4,5;21-50cm,51-100cm;30 - 100 cm;zon;;neutraal, kalk;droog,gemiddeld;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_75288961.jpg;Rosmarinus officinalis 'Ken Taylor',Rosmarinus officinalis 'Lockwood de Forest',Rosmarinus officinalis 'Mrs Jessup Upright',Rosmarinus officinalis 'Prostrata'
PL0693;Rubus caesius;;;Rosaceae;;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0694;Rubus fruticosus;braam;;Rosaceae;Fruitbomen;;;;5,6,7,8,9;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;Rubus fruticosus 'Black Satin',Rubus fruticosus 'Chester Thornless',Rubus fruticosus 'Himalaya',Rubus fruticosus 'Hull Thornless',Rubus fruticosus 'Lochness',Rubus fruticosus 'Navaho',Rubus fruticosus 'Thornfree',Rubus fruticosus 'Thornless Evergreen'
PL0695;Rubus idaeus;Framboos;;Rosaceae;Fruitbomen;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);shutterstock_16563562.jpg;Rubus idaeus 'All Gold',Rubus idaeus 'Autumn Bliss',Rubus idaeus 'Cascade Delight',Rubus idaeus 'Fallgold',Rubus idaeus 'Glen Ample',Rubus idaeus 'Golden Autumn',Rubus idaeus 'Golden Everest',Rubus idaeus Herfstframboos geel,Rubus idaeus Herfstframboos rood,Rubus idaeus 'Heritage',Rubus idaeus 'Himbotop',Rubus idaeus 'Malling Promise',Rubus idaeus 'Ottawa',Rubus idaeus 'Sugana' (r),Rubus idaeus 'Tulamagic',Rubus idaeus 'Tulameen',Rubus idaeus 'Valentina' (r),Rubus idaeus 'Willamette',Rubus idaeus 'Zefa Herbsternte'
PL0696;Rubus loganobaccus;Framboos;;Rosaceae;Fruitbomen;;;;6,7,8;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes);;
PL0697;Rudbeckia fulgida;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);;Rudbeckia fulgida 'Goldsturm'
PL0698;Rudbeckia hirta;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_81258586.jpg;
PL0699;Rudbeckia laciniata;;;Asteraceae;Vaste planten;;;;;;;;;;;;;Plants for bees (W.D.J.Kirk, F.N.Howes),California bees and blooms (G.W.Frankie, R.W.Thorp, R.E.Coville, B.Ertter);shutterstock_4524433.jpg;
